 INFO | 2015-10-20 19:18:53,137 | Common.java | 72 | Startup activites...
 INFO | 2015-10-20 19:18:53,140 | Common.java | 72 | Test Output Directory creation successful :D:\POCs\Mobile\SWAUT 1.0-Android Demo\SWAUT 1.0-Android Demo\TestResults\2015_10_20_07_18_53_PM
 INFO | 2015-10-20 19:18:53,140 | Common.java | 72 | Log File creation successful : LogFile.log
 INFO | 2015-10-20 19:18:53,470 | Common.java | 72 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2015-10-20 19:18:53,569 | Common.java | 72 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2015-10-20 19:18:53,842 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:18:53,843 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:18:53,843 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:18:53,844 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:18:53,844 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:18:53,844 | Common.java | 72 | ##### Start of Test Case : Validate Addition #####
 WARN | 2015-10-20 19:18:53,845 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Validate Addition</h1></font><br/>
 INFO | 2015-10-20 19:18:53,845 | Common.java | 72 | Getting value of AppName1 from Test Configuration file : Calculator
 INFO | 2015-10-20 19:18:53,846 | Common.java | 72 | Getting value of AppPackageName1 from Test Configuration file : com.android.calculator2
 INFO | 2015-10-20 19:18:53,846 | Common.java | 72 | Getting value of AppActivityName1 from Test Configuration file : com.android.calculator2.Calculator
 INFO | 2015-10-20 19:18:53,846 | Common.java | 72 | Getting value of PlatFormName from Test Configuration file : Android
 INFO | 2015-10-20 19:18:53,849 | Common.java | 72 | Getting value of IpAddress from Test Configuration file : 127.0.0.1
 INFO | 2015-10-20 19:18:53,849 | Common.java | 72 | Getting value of PortNumber from Test Configuration file : 4723
 INFO | 2015-10-20 19:18:53,850 | Common.java | 72 | Opening Calculator Application...
 INFO | 2015-10-20 19:18:53,851 | Common.java | 72 | Getting value of AppiumTimeOut from Test Configuration file : 500
 INFO | 2015-10-20 19:18:58,681 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:18:58,682 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:18:58,682 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:18:58,682 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:18:58,685 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:18:58,698 | Common.java | 72 | Time out set
 INFO | 2015-10-20 19:18:58,698 | Common.java | 72 | Application: Open Successful: Calculator
 INFO | 2015-10-20 19:18:58,698 | Common.java | 72 | Report step generation success : Open Application: ''Calculator''
 INFO | 2015-10-20 19:19:00,333 | Common.java | 72 | Entered the integer1 ->45
 INFO | 2015-10-20 19:19:00,333 | Common.java | 72 | Report step generation success : Entered the integer1 ->45
 INFO | 2015-10-20 19:19:01,962 | Common.java | 72 | Entered the integer2 ->5
 INFO | 2015-10-20 19:19:01,963 | Common.java | 72 | Report step generation success : Entered the integer2 ->5
 INFO | 2015-10-20 19:19:02,514 | Common.java | 72 | Expected ->50, Actual->50
 INFO | 2015-10-20 19:19:02,514 | Common.java | 72 | Report step generation success : Expected ->50, Actual->50
 INFO | 2015-10-20 19:19:03,390 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:19:03,390 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:03,391 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:19:03,391 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:03,391 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:19:03,391 | Common.java | 72 | ##### Start of Test Case : Validate Substraction #####
 WARN | 2015-10-20 19:19:03,391 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Validate Substraction</h1></font><br/>
 INFO | 2015-10-20 19:19:09,201 | Common.java | 72 | Entered the integer1 ->56
 INFO | 2015-10-20 19:19:09,202 | Common.java | 72 | Report step generation success : Entered the integer1 ->56
 INFO | 2015-10-20 19:19:10,773 | Common.java | 72 | Entered the integer2 ->5
 INFO | 2015-10-20 19:19:10,774 | Common.java | 72 | Report step generation success : Entered the integer2 ->5
 INFO | 2015-10-20 19:19:11,318 | Common.java | 72 | Expected ->51, Actual->51
 INFO | 2015-10-20 19:19:11,319 | Common.java | 72 | Report step generation success : Expected ->51, Actual->51
 INFO | 2015-10-20 19:19:12,091 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:19:12,091 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:12,092 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:19:12,092 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:12,092 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:19:12,092 | Common.java | 72 | ##### Start of Test Case : Validate Multiplication #####
 WARN | 2015-10-20 19:19:12,092 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Validate Multiplication</h1></font><br/>
 INFO | 2015-10-20 19:19:17,855 | Common.java | 72 | Entered the integer1 ->12
 INFO | 2015-10-20 19:19:17,856 | Common.java | 72 | Report step generation success : Entered the integer1 ->12
 INFO | 2015-10-20 19:19:19,455 | Common.java | 72 | Entered the integer2 ->5
 INFO | 2015-10-20 19:19:19,455 | Common.java | 72 | Report step generation success : Entered the integer2 ->5
ERROR | 2015-10-20 19:19:20,018 | Common.java | 80 | Expected ->55, Actual->60
ERROR | 2015-10-20 19:19:20,018 | Common.java | 80 | Report step generation success : Expected ->55, Actual->60
 INFO | 2015-10-20 19:19:20,699 | Common.java | 72 | Getting value of ExecuteRemainingStepsOnFailure(Yes/No) from Test Configuration file : No
 INFO | 2015-10-20 19:19:20,699 | Common.java | 72 | Getting value of ExecuteRemainingStepsOnFailure(Yes/No) from Test Configuration file : No
 INFO | 2015-10-20 19:19:21,492 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:19:21,493 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:21,493 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:19:21,493 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:21,493 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:19:21,493 | Common.java | 72 | ##### Start of Test Case : Validate Division #####
 WARN | 2015-10-20 19:19:21,493 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Validate Division</h1></font><br/>
 INFO | 2015-10-20 19:19:27,150 | Common.java | 72 | Entered the integer1 ->90
 INFO | 2015-10-20 19:19:27,150 | Common.java | 72 | Report step generation success : Entered the integer1 ->90
 INFO | 2015-10-20 19:19:29,495 | Common.java | 72 | Entered the integer2 ->10
 INFO | 2015-10-20 19:19:29,496 | Common.java | 72 | Report step generation success : Entered the integer2 ->10
 INFO | 2015-10-20 19:19:30,271 | Common.java | 72 | Expected ->9, Actual->9
 INFO | 2015-10-20 19:19:30,271 | Common.java | 72 | Report step generation success : Expected ->9, Actual->9
 INFO | 2015-10-20 19:19:31,114 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:19:31,114 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:31,114 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:19:31,114 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:31,114 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:19:31,114 | Common.java | 72 | ##### Start of Test Case : Launch & Send Message #####
 WARN | 2015-10-20 19:19:31,115 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Launch & Send Message</h1></font><br/>
 INFO | 2015-10-20 19:19:31,120 | Common.java | 72 | Getting value of AppName2 from Test Configuration file : Viber
 INFO | 2015-10-20 19:19:31,120 | Common.java | 72 | Getting value of AppPackageName2 from Test Configuration file : com.viber.voip
 INFO | 2015-10-20 19:19:31,120 | Common.java | 72 | Getting value of AppActivityName2 from Test Configuration file : com.viber.voip.WelcomeActivity
 INFO | 2015-10-20 19:19:31,121 | Common.java | 72 | Getting value of PlatFormName from Test Configuration file : Android
 INFO | 2015-10-20 19:19:31,121 | Common.java | 72 | Getting value of IpAddress from Test Configuration file : 127.0.0.1
 INFO | 2015-10-20 19:19:31,121 | Common.java | 72 | Getting value of PortNumber from Test Configuration file : 4723
 INFO | 2015-10-20 19:19:31,121 | Common.java | 72 | Opening Viber Application...
 INFO | 2015-10-20 19:19:31,121 | Common.java | 72 | Getting value of AppiumTimeOut from Test Configuration file : 500
 INFO | 2015-10-20 19:19:35,345 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:19:35,346 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:19:35,346 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
