 INFO | 2015-10-20 19:32:48,587 | Common.java | 72 | Startup activites...
 INFO | 2015-10-20 19:32:48,590 | Common.java | 72 | Test Output Directory creation successful :D:\POCs\Mobile\SWAUT 1.0-Android Demo\SWAUT 1.0-Android Demo\TestResults\2015_10_20_07_32_48_PM
 INFO | 2015-10-20 19:32:48,590 | Common.java | 72 | Log File creation successful : LogFile.log
 INFO | 2015-10-20 19:32:48,877 | Common.java | 72 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2015-10-20 19:32:48,974 | Common.java | 72 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2015-10-20 19:32:49,243 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:32:49,244 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:32:49,244 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:32:49,244 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:32:49,245 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:32:49,245 | Common.java | 72 | ##### Start of Test Case : Validate Addition #####
 WARN | 2015-10-20 19:32:49,245 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Validate Addition</h1></font><br/>
 INFO | 2015-10-20 19:32:49,246 | Common.java | 72 | Getting value of AppName1 from Test Configuration file : Calculator
 INFO | 2015-10-20 19:32:49,246 | Common.java | 72 | Getting value of AppPackageName1 from Test Configuration file : com.android.calculator2
 INFO | 2015-10-20 19:32:49,247 | Common.java | 72 | Getting value of AppActivityName1 from Test Configuration file : com.android.calculator2.Calculator
 INFO | 2015-10-20 19:32:49,247 | Common.java | 72 | Getting value of PlatFormName from Test Configuration file : Android
 INFO | 2015-10-20 19:32:49,249 | Common.java | 72 | Getting value of IpAddress from Test Configuration file : 127.0.0.1
 INFO | 2015-10-20 19:32:49,249 | Common.java | 72 | Getting value of PortNumber from Test Configuration file : 4723
 INFO | 2015-10-20 19:32:49,250 | Common.java | 72 | Opening Calculator Application...
 INFO | 2015-10-20 19:32:49,251 | Common.java | 72 | Getting value of AppiumTimeOut from Test Configuration file : 500
 INFO | 2015-10-20 19:32:54,468 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:32:54,469 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:32:54,469 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:32:54,469 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:32:54,472 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:32:54,480 | Common.java | 72 | Time out set
 INFO | 2015-10-20 19:32:54,480 | Common.java | 72 | Application: Open Successful: Calculator
 INFO | 2015-10-20 19:32:54,480 | Common.java | 72 | Report step generation success : Open Application: ''Calculator''
 INFO | 2015-10-20 19:32:56,316 | Common.java | 72 | Entered the integer1 ->45
 INFO | 2015-10-20 19:32:56,317 | Common.java | 72 | Report step generation success : Entered the integer1 ->45
 INFO | 2015-10-20 19:32:57,999 | Common.java | 72 | Entered the integer2 ->5
 INFO | 2015-10-20 19:32:57,999 | Common.java | 72 | Report step generation success : Entered the integer2 ->5
 INFO | 2015-10-20 19:32:58,599 | Common.java | 72 | Expected ->50, Actual->50
 INFO | 2015-10-20 19:32:58,599 | Common.java | 72 | Report step generation success : Expected ->50, Actual->50
 INFO | 2015-10-20 19:32:59,484 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:32:59,484 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:32:59,484 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:32:59,485 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:32:59,485 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:32:59,485 | Common.java | 72 | ##### Start of Test Case : Validate Substraction #####
 WARN | 2015-10-20 19:32:59,485 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Validate Substraction</h1></font><br/>
 INFO | 2015-10-20 19:33:05,607 | Common.java | 72 | Entered the integer1 ->56
 INFO | 2015-10-20 19:33:05,607 | Common.java | 72 | Report step generation success : Entered the integer1 ->56
 INFO | 2015-10-20 19:33:07,232 | Common.java | 72 | Entered the integer2 ->5
 INFO | 2015-10-20 19:33:07,232 | Common.java | 72 | Report step generation success : Entered the integer2 ->5
 INFO | 2015-10-20 19:33:07,790 | Common.java | 72 | Expected ->51, Actual->51
 INFO | 2015-10-20 19:33:07,790 | Common.java | 72 | Report step generation success : Expected ->51, Actual->51
 INFO | 2015-10-20 19:33:08,582 | Common.java | 72 | Getting value of ElementLoadWaitTime from Test Configuration file : 60
 INFO | 2015-10-20 19:33:08,582 | Common.java | 72 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:33:08,583 | Common.java | 72 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2015-10-20 19:33:08,583 | Common.java | 72 | Getting value of ImplicitlyWaitTime from Test Configuration file : 10
 INFO | 2015-10-20 19:33:08,583 | Common.java | 72 | Element time out set
 INFO | 2015-10-20 19:33:08,583 | Common.java | 72 | ##### Start of Test Case : Validate Multiplication #####
 WARN | 2015-10-20 19:33:08,583 | Common.java | 76 | Report step generation success : <B></B><h1><font color=SaddleBrown>Validate Multiplication</h1></font><br/>
